,Type of Work:,Registration Number / Date:,Application Title:,Title:,Area Covered:,Imprint:,Description:,Notes:,Copyright Claimant:,Date of Creation:,Date of Publication:,Previous Registration:,Basis of Claim:,Variant title:,Other Title:,Names:,Series:,Copyright Note:,Authorship on Application:,Edition:
474,['Text'],"['RE0000758400 / 1997-07-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan69  ']",[],"['Sanborn Map Brunswick, Georgia 1969.Brunswick, Georgia 1969  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Brunswick, Georgia 1969.']","['Brunswick, Georgia 1969']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],['C.O. correspondence.'],[],[]
475,['Text'],"['RE0000761783 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PA0000102307 / *PUB approx. 1Jan64  ']",[],"['Sanborn Map Buffalo, New York 1964.  Vol. 8.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Buffalo, New York 1964.']","['Buffalo, New York 1964']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],['C.O. correspondence.'],[],[]
476,['Text'],"['RE0000751414 / 1997-04-16 ', 'Renewal registration for: Not reg.: addendum submitted under PL 102-307 / *PUB approx. 1Jan66  ']",[],"['Sanborn map Burbank, California, 1966.  Vol. 2N.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn map Burbank, California, 1966.']","['Burbank, California, 1966']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
477,['Text'],"['RE0000758413 / 1997-07-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan67  ']",[],"['Sanborn Map Burlington, Iowa 1967.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Burlington, Iowa 1967.']","['Burlington, Iowa 1967']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],['C.O. correspondence.'],[],[]
478,['Text'],"['RE0000754415 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Mar69  ']",[],"['Sanborn Map Butler, Pennsylvania 1969.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Butler, Pennsylvania 1969']","['Butler, Pennsylvania 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
479,['Text'],"['RE0000752241 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1965-05-01  ']",[],"['Sanborn Map Butte, Montana 1965.  Vols. 1 & 2.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Butte, Montana 1965.']","['Butte, Montana 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
480,['Text'],"['RE0000754321 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Apr66  ']",[],"['Sanborn Map Cambridge, Ohio 1966.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc.  (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Cambridge, Ohio 1966']","['Cambridge, Ohio 1966']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
481,['Text'],"['RE0000752983 / 1997-04-16 ', 'Renewal registration for: Not reg.: addendum submitted under PL 102-307 / *PUB approx. 1Jan64  ']",[],"['Sanborn Map Camden, Arkansas 1964.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Camden, Arkansas 1964.']","['Camden, Arkansas 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
482,['Text'],"['RE0000752991 / 1997-04-16 ', 'Renewal registration for: Not reg.: addendum submitted under PL 102-307 / *PUB approx. 6Jan64  ']",[],"['Sanborn Map Canon City, Colorado 1964.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Canon City, Colorado 1964.']","['Canon City, Colorado 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
483,['Text'],"['RE0000754388 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan65  ']",[],"['Sanborn Map Canton, Ohio 1965.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Canton, Ohio 1965']","['Canton, Ohio 1965']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
484,['Text'],"['RE0000752202 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1964-07-01  ']",[],"['Sanborn Map Caribou, Maine 1964.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Caribou, Maine 1964']","['Caribou, Maine 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
485,['Text'],"['RE0000754414 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Sep69  ']",[],"['Sanborn Map Carlisle, Pennsylvania 1969.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Carlisle, Pennsylvania 1969']","['Carlisle, Pennsylvania 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
486,['Text'],"['RE0000754352 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan67  ']",[],"['Sanborn Map Carlsbad, New Mexico 1967.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Carlsbad, New Mexico 1967']","['Carlsbad, New Mexico 1967']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
487,['Text'],"['RE0000753190 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan64  ']",[],"['Sanborn Map Carmel, New York 1964.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Carmel, New York 1964']","['Carmel, New York 1964']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
488,['Text'],"['RE0000755247 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Apr69  ']",[],"['Sanborn Map Carteret, New Jersey 1969.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Carteret, New Jersey 1969']","['Carteret, New Jersey 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
489,['Text'],"['RE0000754351 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan67  ']",[],"['Sanborn Map Casper, Wyoming 1967  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Casper, Wyoming 1967']","['Casper, Wyoming 1967']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
490,['Text'],"['RE0000752826 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB approx. 1Jan65  ']",[],"['Sanborn map, Catonsville, Maryland.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn map, Catonsville, Maryland']","['Catonsville, Maryland']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
491,['Text'],"['RE0000758403 / 1997-07-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan67  ']",[],"['Sanborn Map Cedar Rapids, Iowa 1967.  Vol. 2.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Cedar Rapids, Iowa 1967.']","['Cedar Rapids, Iowa 1967']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],['C.O. correspondence.'],[],[]
492,['Text'],"['RE0000753191 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jun65  ']",[],"['Sanborn Map Center Moriches, New York 1965.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Center Moriches, New York 1965']","['Center Moriches, New York 1964']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
493,['Text'],"['RE0000754413 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Nov67  ']",[],"['Sanborn Map Chambersburg, Pennsylvania 1967.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Chambersburg, Pennsylvania 1967']","['Chambersburg, Pennsylvania 1967']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
494,['Text'],"['RE0000753192 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Oct65  ']",[],"['Sanborn Map Chappaqua, New York 1965.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Chappaqua, New York 1965']","['Chappaqua, New York 1965']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
495,['Text'],"['RE0000754366 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Dec64  ']",[],"['Sanborn Map Charleston, South Carolina 1964.  Vols. 2-3.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Charleston, South Carolina 1964']","['Charleston, South Carolina 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
496,['Text'],"['RE0000793330 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1967-01-01  ']",[],"['Sanborn map Charleston, South Carolina.  Vol. 1.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions and revisions.'],"['Sanborn map Charleston, South Carolina.  Vol. 1.']","['Charleston, South Carolina.  Vol. 1']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
497,['Text'],"['RE0000751946 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan69  ']",[],"['Sanborn Map Charlotte, North Carolina 1969.  Vol. 1.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additons & revisions.'],"['Sanborn Map Charlotte, North Carolina 1969.']","['Charlotte, North Carolina 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
498,['Text'],"['RE0000754392 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan69  ']",[],"['Sanborn Map Charlottesville, Virginia 1969.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Charlottesville, Virginia 1969']","['Charlottesville, Virginia 1969']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
499,['Text'],"['RE0000755276 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Mar64  ']",[],"['Sanborn Map Chattarooga, Tennessee 1964.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Chattarooga, Tennessee 1964.']","['Chattarooga, Tennessee 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
500,['Text'],"['RE0000752602 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1964-01-01  ']",[],"['Sanborn Map Chelsea, Massachusetts 1964.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Chelsea, Massachusetts 1964.']","['Chelsea, Massachusetts 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
501,['Text'],"['RE0000758367 / 1997-07-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan65  ']",[],"['Sanborn Map Chicago, Illinois 1965.  Vol. C.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Chicago, Illinois 1965.']","['Chicago, Illinois 1965']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],['C.O. correspondence.'],[],[]
502,['Text'],"['RE0000752616 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1967-01-01  ']",[],"['Sanborn Map Chicopee, Massachusetts 1967.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Chicopee, Massachusetts 1967.']","['Chicopee, Massachusetts 1967']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
503,['Text'],"['RE0000754465 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jun65  ']",[],"['Sanborn Map Childress, Texas 1965.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Childress, Texas 1965']","['Childress, Texas 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
504,['Text'],"['RE0000754387 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan68  ']",[],"['Sanborn Map Chillicothe, Ohio 1968.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Chillicothe, Ohio 1968']","['Chillicothe, Ohio 1968']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
505,['Text'],"['RE0000755280 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan64  ']",[],"['Sanborn Map Clarksburg, West Virginia 1964.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Clarksburg, West Virginia 1964.']","['Clarksburg, West Virginia 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
506,['Text'],"['RE0000752648 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1966-03-01  ']",[],"['Sanborn Map Clarksdale, Mississippi 1966.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Clarksdale, Mississippi 1966.']","['Clarksdale, Mississippi 1966']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
507,['Text'],"['RE0000755275 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan64  ']",[],"['Sanborn Map Clarksville, Tennessee 1964.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Clarksville, Tennessee 1964.']","['Clarksville, Tennessee 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
508,['Text'],"['RE0000752843 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1965-01-01  ']",[],"['Sanborn map Clearwater, Florida, 1965.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: additions & revisions.'],"['Sanborn map Clearwater, Florida, 1965']",['Sanborn Map Company'],"['EDR Sanborn, Inc.']",[],[],[],[]
509,['Text'],"['RE0000754386 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan64  ']",[],"['Sanborn Map Cleveland, Ohio 1964.  Vols. 12A, 13, 14, 14A & 18.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Cleveland, Ohio 1964']","['Cleveland, Ohio 1964']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
510,['Text'],"['RE0000755233 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Aug65  ']",[],"['Sanborn Map Clifton, New Jersey 1965.  Vols. 1-2.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Clifton, New Jersey 1965']","['Clifton, New Jersey 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
511,['Text'],"['RE0000758397 / 1997-07-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan67  ']",[],"['Sanborn Map Clinton, Iowa 1967.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Clinton, Iowa 1967.']","['Clinton, Iowa 1967']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],['C.O. correspondence.'],[],[]
512,['Text'],"['RE0000754409 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Apr67  ']",[],"['Sanborn Map Coatesville, Pennsylvania 1967.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Coatesville, Pennsylvania 1967']","['Coatesville, Pennsylvania 1967']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
513,['Text'],"['RE0000752837 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB approx. 1Jun65  ']",[],"['Sanborn map, Colchester, Connecticut.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn map, Colchester, Connecticut']","['Colchester, Connecticut']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],[],[],[]
514,['Text'],"['RE0000753194 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jun65  ']",[],"['Sanborn Map Cold Spring Harbor, New York 1965.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Cold Spring Harbor, New York 1965']","['Cold Spring Harbor, New York 1965']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
515,['Text'],"['RE0000753193 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jun65  ']",[],"['Sanborn Map Cold Spring, New York 1965.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Cold Spring, New York 1965']","['Cold Spring, New York 1965']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
