,Type of Work:,Registration Number / Date:,Application Title:,Title:,Area Covered:,Imprint:,Description:,Notes:,Copyright Claimant:,Date of Creation:,Date of Publication:,Previous Registration:,Basis of Claim:,Variant title:,Other Title:,Names:,Series:,Copyright Note:,Authorship on Application:,Edition:
419,['Text'],"['RE0000754363 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Aug64  ']",[],"['Sanborn Map Barre, Vermont 1964.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Barre, Vermont 1964']","['Barre, Vermont 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
420,['Text'],"['RE0000755292 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Apr67  ']",[],"['Sanborn Map Bartlesville, Oklahoma 1967.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Bartlesville, Oklahoma 1967.']","['Bartlesville, Oklahoma 1967']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
421,['Text'],"['RE0000758438 / 1997-07-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan69  ']",[],"['Sanborn Map Baton Rouge, Louisiana 1969.  Vol. 1.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Baton Rouge, Louisiana 1969']","['Baton Rouge, Louisiana 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],['C.O. correspondence.'],[],[]
422,['Text'],"['RE0000751954 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan67  ']",[],"['Sanborn Map Bay City, Michigan 1967.  Vols. 1 & 2.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additons & revisions.'],"['Sanborn Map Bay City, Michigan 1967.']","['Bay City, Michigan 1967']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
423,['Text'],"['RE0000754455 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Aug65  ']",[],"['Sanborn Map Bay City, Texas 1965.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Bay City, Texas 1965']","['Bay City, Texas 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
424,['Text'],"['RE0000753185 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan69  ']",[],"['Sanborn Map Bay Shore, New York 1969.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Bay Shore, New York 1969']","['Bay Shore, New York 1969']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
425,['Text'],"['RE0000754454 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jun69  ']",[],"['Sanborn Map Baytown, Texas 1969.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Baytown, Texas 1969']","['Baytown, Texas 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
426,['Text'],"['RE0000754418 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan69  ']",[],"['Sanborn Map Beaver Falls, Pennsylvania 1969.  Vols. 1-2.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Beaver Falls, Pennsylvania 1969']","['Beaver Falls, Pennsylvania 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
427,['Text'],"['RE0000754452 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan64  ']",[],"['Sanborn Map Beeville, Texas 1964.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Beeville, Texas 1964']","['Beeville, Texas 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
428,['Text'],"['RE0000752203 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1965-01-01  ']",[],"['Sanborn Map Belfast, Maine 1965.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Belfast, Maine 1965']","['Belfast, Maine 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
429,['Text'],"['RE0000761773 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan68  ']",[],"['Sanborn Map Belleville, New Jersey 1968.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Belleville, New Jersey 1968.']","['Belleville, New York 1968']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],['C.O. correspondence.'],[],[]
430,['Text'],"['RE0000753186 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan64  ']",[],"['Sanborn Map Bellmore, New York 1964.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Bellmore, New York 1964']","['Bellmore, New York 1964']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
431,['Text'],"['RE0000753187 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan65  ']",[],"['Sanborn Map Bellport, New York 1965.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Bellport, New York 1965']","['Bellport, New York 1965']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
432,['Text'],"['RE0000752613 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1968-01-01  ']",[],"['Sanborn Map Belmont, Massachusetts 1968  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Belmont, Massachusetts 1968']","['Belmont, Massachusetts 1968']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
433,['Text'],"['RE0000752825 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB approx. 1Jan66  ']",[],"['Sanborn map, Beloit, Wisconsin.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn map, Beloit, Wisconsin']","['Beloit, Wisconsin']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
434,['Text'],"['RE0000754362 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Aug69  ']",[],"['Sanborn Map Bennington, Vermont 1969.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Bennington, Vermont 1969']","['Bennington, Vermont 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
435,['Text'],"['RE0000752644 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1965-04-01  ']",[],"['Sanborn Map Benton Harborm Michigan 1965.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],['Sanborn Map Benton Harborm Michigan 1965.'],"['Benton Harbor, Michigan 1965']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
436,['Text'],"['RE0000754417 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan65  ']",[],"['Sanborn Map Bethlahem, Pennsylvania 1965.  Vol. 2.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Bethlahem, Pennsylvania 1965']","['Bethlahem, Pennsylvania 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
437,['Text'],"['RE0000753188 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan65  ']",[],"['Sanborn Map Bethpage, New York 1965.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Bethpage, New York 1965']","['Bethpage, New York 1965']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
438,['Text'],"['RE0000752599 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1964-01-01  ']",[],"['Sanborn Map Beverly, Massachusetts 1964.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Beverly, Massachusetts 1964.']","['Beverly, Massachusetts 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
439,['Text'],"['RE0000754453 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Mar66  ']",[],"['Sanborn Map Big Sping, Texas 1966.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Big Sping, Texas 1966']","['Big Sping, Texas 1966']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
440,['Text'],"['RE0000751947 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jun68  ']",[],"['Sanborn Map Billings, Montana 1968.  Vol. 1.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additons & revisions.'],"['Sanborn Map Billings, Montana 1968.']","['Billings, Montana  1968']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
441,['Text'],"['RE0000752229 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1967-08-01  ']",[],"['Sanborn Map Biloxi, Mississippi 1967.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Biloxi, Mississippi 1967.']","['Biloxi, Mississippi1967']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],[],[],[]
442,['Text'],"['RE0000790436 / 1998-08-24 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan69  ']",[],"['Sanborn Map Birmingham, Alabama.  Vol. 1.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Birmingham, Alabama']","['Birmingham, Alabama']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
443,['Text'],"['RE0000790442 / 1998-08-24 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan69  ']",[],"['Sanborn Map Birmingham, Alabama.  Vol. 2.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Birmingham, Alabama']","['Birmingham, Alabama']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
444,['Text'],"['RE0000790435 / 1998-08-24 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx, 1Jan69  ']",[],"['Sanborn Map Birmingham, Alabama.  Vol. 3.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Birmingham, Alabama']","['Birmingham, Alabama']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
445,['Text'],"['RE0000790443 / 1998-08-24 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan69  ']",[],"['Sanborn Map Birmingham, Alabama.  Vol. 4.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Birmingham, Alabama']","['Birmingham, Alabama']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
446,['Text'],"['RE0000790146 / 1998-08-24 ', 'Renewal registration for: *Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan67  ']",[],"['Sanborn Map Birmingham, Alabama.  Vol. 8.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Birmingham, Alabama.']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
447,['Text'],"['RE0000790440 / 1998-08-24 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan66  ']",[],"['Sanborn Map Birmingham, Alabama.  Vol. 9.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Birmingham, Alabama']","['Birmingham, Alabama']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
448,['Text'],"['RE0000761016 / 1997-04-16 ', 'Renewal registration for: Not reg., addendum submitted under PL 102-307 / *PUB 1Jan67  ']",[],"['Sanborn Map Bloomington, Illinois 1967.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revision.'],"['Sanborn Map Bloomington, Illinois 1967.']","['Bloomington, Illinois 1967']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],['C.O. correspondence.'],[],[]
449,['Text'],"['RE0000755249 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan65  ']",[],"['Sanborn Map Boonton, New Jersey 1965.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Boonton, New Jersey 1965']","['Boonton, New Jersey 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
450,['Text'],"['RE0000754448 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jun65  ']",[],"['Sanborn Map Borger, Texas 1965.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Borger, Texas 1965']","['Borger, Texas 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
451,['Text'],"['RE0000752614 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1964-01-01  ']",[],"['Sanborn Map Boston, Massachusetts 1964.  Vols. IN, IA, 2N, 2S, 3E, 3W, 4, 5E, 5W, 6-10.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Boston, Massachusetts 1964.']","['Boston, Massachusetts 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
452,['Text'],"['RE0000755248 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan67  ']",[],"['Sanborn Map Bound Brook, New Jersey 1967.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Bound Brook, New Jersey 1967']","['Bound Brook, New Jersey 1967']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
453,['Text'],"['RE0000758425 / 1997-07-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan69  ']",[],"['Sanborn Map Bowling Green, Kentucky 1969.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Bowling Green, Kentucky 1969']","['Bowling Green, Kentucky 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],['C.O. correspondence.'],[],[]
454,['Text'],"['RE0000752242 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-01-01  ']",[],"['Sanborn Map Bozeman, Montana 1969.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Bozeman, Montana 1969.']","['Bozeman, Montana 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
455,['Text'],"['RE0000752856 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1966-01-01  ']",[],"['Sanborn map Bradenton, Florida, 1966.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: additions & revisions.'],"['Sanborn map Bradenton, Florida, 1966']","['Sanborn Map Company, Inc.']","['EDR Sanborn, Inc.']",[],[],[],[]
456,['Text'],"['RE0000754416 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Aug68  ']",[],"['Sanborn Map Bradford, Pennsylvania 1968.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Bradford, Pennsylvania 1968']","['Bradford, Pennsylvania 1968']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
457,['Text'],"['RE0000752615 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-01-01  ']",[],"['Sanborn Map Braintree, Massachusetts 1969.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Braintree, Massachusetts 1969.']","['Braintree, Massachusetts 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
458,['Text'],"['RE0000755244 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan68  ']",[],"['Sanborn Map Bremerton, Washington 1968.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Bremerton, Washington 1968']","['Bremerton, Washington 1968']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
459,['Text'],"['RE0000754450 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan65  ']",[],"['Sanborn Map Brenham, Texas 1965.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Brenham, Texas 1965']","['Brenham, Texas 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
460,['Text'],"['RE0000753189 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Oct65  ']",[],"['Sanborn Map Briarcliff Manor, New York 1965.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Briarcliff Manor, New York 1965']","['Briarcliff Manor, New York 1965']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
461,['Text'],"['RE0000754449 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jun65  ']",[],"['Sanborn Map Brickenridge, Texas 1965.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Brickenridge, Texas 1965']","['Brickenridge, Texas 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
462,['Text'],"['RE0000761771 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan68  ']",[],"['Sanborn Map Bristol, Connecticut 1968.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Bristol, Connecticut 1968.']","['Bristol, Connecticut 1968']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],['C.O. correspondence.'],[],[]
463,['Text'],"['RE0000755281 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Aug64  ']",[],"['Sanborn Map Bristol, Tennessee 1964.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Bristol, Tennessee 1964.']","['Bristol, Tennessee 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
464,['Text'],"['RE0000754391 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan69  ']",[],"['Sanborn Map Bristol, Virginia 1969.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Bristol, Virginia 1969']","['Bristol, Virginia 1969']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
465,['Text'],"['RE0000752600 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1964-01-01  ']",[],"['Sanborn Map Brockton, Massachusetts 1964.  Vols. 1 & 2.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Brockton, Massachusetts 1964.']","['Brockton, Massachusetts 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
466,['Text'],"['RE0000752196 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1964-06-01  ']",[],"['Sanborn Map Brookhaven, Mississippi 1964.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Brookhaven, Mississippi 1964']","['Brookhaven, Mississippi 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
467,['Text'],"['RE0000752601 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1965-01-01  ']",[],"['Sanborn Map Brookline, Massachusetts 1965.  Vols. 1 & 2.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Brookline, Massachusetts 1965.']","['Brookline, Massachusetts 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
468,['Map'],['VA0000936875 / 1998-12-28 '],[],"['Sanborn map, Brooklyn, New York : vol. 10A, 1994.']","['Brooklyn, NY']",[],['4 p.'],[],"['EDR Sanborn, Inc.']",['1994'],['1994-03-01  '],['Preesisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],"['Sanborn map, Brooklyn, New York : vol. 10A, 1994.']",[],"['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['C.O. correspondence.'],['map: Sanborn Map Company.'],[]
469,['Map'],['VA0000936782 / 1998-12-28 '],[],"['[Sanborn map Brooklyn, New York, vol. 9, 1992]']",['Brooklyn'],[],[],['Title from appl.'],"['EDR Sanborn, Inc.']",['1992'],['1992-03-01  '],['Appl. identifies Sanborn fire insurance map versions as preexisting material.'],['New Matter: new & rev. map & cartographic compilation.'],[],['Sanborn fire insurance map'],"['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['C.O. correspondence.'],"['Sanborn Map Company, employer for hire.']",[]
470,['Map'],['VA0000936776 / 1998-12-28 '],[],"['[Sanborn map Brooklyn, New York, vol. 9, 1993]']",['Brooklyn'],[],[],['Title from appl.'],"['EDR Sanborn, Inc.']",['1993'],['1993-04-01  '],['Appl. identifies Sanborn fire insurance map versions as preexisting material.'],['New Matter: new & rev. map & cartographic compilation.'],[],['Sanborn fire insurance map'],"['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['C.O. correspondence.'],"['Sanborn Map Company, employer for hire.']",[]
471,['Text'],"['RE0000754451 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan65  ']",[],"['Sanborn Map Brownfield, Texas 1965.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Brownfield, Texas 1965']","['Brownfield, Texas 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
472,['Text'],"['RE0000754457 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Oct68  ']",[],"['Sanborn Map Brownsville, Texas 1968.  By Sanborn Map Company.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Brownsville, Texas 1968']","['Brownsville, Texas 1968']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
473,['Text'],"['RE0000754466 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan69  ']",[],"['Sanborn Map Brownwood, Texas 1969.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Sanborn Map Brownwood, Texas 1969']","['Brownwood, Texas 1969']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
